sample_id,ground_truth,streaming_transcription,batch_transcription,streaming_wer,substitutions,deletions,insertions,streaming_matches_batch,comparison,streaming_word_errs,batch_word_errs
930905b6-467c-3098-c100-7d08467961ea,Can you provide a detailed step-by-step process for filing a homeowner's insurance claim for water damage caused by a recently burst plumbing pipe?,Can you provide a detailed step-by-step process for filling a homeowner's insurance claim for water damage caused by a recently perspired pipe?,Can you provide a detailed step-by-step process for filling a homeowner's insurance claim for water damage caused by a recently persponding pipe?,0.07692307692307693,2,0,0,False,same,5,5
60590679-1bb1-0cd7-32a9-c3f21c7b5d05,"Please explain the difference between a traditional IRA and a Roth IRA in terms of their tax advantages, contribution limits, and the rules governing withdrawals during retirement for each account type.","Please explain any difference between the traditional IRA and a ROT IRA in terms of their tax advantages, contribution limits and the rules governing withdrawals during retirement for each account type.","Please there's many difference between the traditional IRA and the ROT IRA in terms of their tax advantages, contribution limits and the rules governing withdrawals during retirement for each account type",0.08571428571428572,2,0,1,False,streaming_better,3,6
7ee2a3d0-efec-f5b8-95b7-0ae338ae836e,I just adopted a rescue dog and the shelter said she's a mixed breed. So I was curious if you could tell me about common traits of a beagle and boxer mix.,I just adopted a rescue dog and the shelter said she's a mixed breed so I was curious if she could tell me about common traits of a bee and boxer,I just adopted a rescue dog and the shelter said she's a mixed breed so I was curious if you could tell me about common traits of a bee and boxer mix,0.03225806451612903,1,0,0,False,batch_better,5,2
7da21afd-7e50-50d8-1b15-2a77863725b5,I mean from this pace that he's going like this first year,I'm in from this piece that he's going like this first year,"I mean, from this pace that he's going like this first year.",0.23076923076923078,2,0,1,False,batch_better,6,0
986b5956-3f3c-433f-6504-aa534cff161e,Please explain the primary differences between a traditional IRA and Roth IRA in terms of the tax advantage and withdrawal rules for retirement saving,Please extend the primary differences between a traditional RRA and wrote IRA in terms of the tax advantage and withdrawal rules for retirement saving,Please explain the primary differences between a traditional RA and Rot RA in terms of the tax advantage and withdrawal rules for retirement saving,0.08333333333333333,2,0,0,False,batch_better,5,4
0c5e8fd6-3c3e-c97e-74c9-a90743d923e8,Can you describe the process for changing my legal name on official documents like my driver licenses and social security card after getting married including necessary forms and office,Can you describe the process for changing my legal name on official documents like my driver licenses and social security car after getting married including necessary forms and office?,Can you describe the process for changing my legal name on official documents like my driver licenses and social security car after getting married including necessary forms and office?,0.034482758620689655,1,0,0,True,same,2,2
3b32a135-8f1d-e811-c441-de5e5026617b,"My streaming service subscription is set to auto-renew tomorrow, but I want to cancel it before the charge goes through and I can't seem to find the cancellation option anywhere.","My streaming service subscription is set to auto renew tomorrow, but I want to cancel it before the charge goes through and I can't seem to find the cancellation option anywhere.","My streaming service subscription is set to auto renew tomorrow, but I want to cancel it before the charge goes through, and I can't seem to find the cancellation option anywhere.",0.030303030303030304,1,0,0,False,same,3,3
80644538-fa3c-4f76-3f90-eff8ce0695d2,Tell me about the migratory patterns of the North America monarch butterfly,Tell me about the migratory patterns of the North America monarch butterfly,Tell me about the migratory patterns of the North America monarch butterfly,0.25,1,0,2,True,same,0,0
ea7cd5dd-7c2d-8e30-9bb4-348f4a199080,I would like a recipe for a vegan lentil soup that is both hearty and easy to make on a weeknight preferably one that uses only common inexpensive pantry staples,"I would like a recipe for a vegan landon soup that is both hearty and easy to make on a week night, preferably one that uses only common inexpensive pantry slippers.","I would like a recipe for a vegan land in soup that is both hearty and easy to make on a week night, preferably one that uses only common inexpensive pantry slippers",0.06451612903225806,2,0,0,False,streaming_better,7,8
a934808b-1458-4655-5c9c-26655716a079,The expensive package I ordered was marked as delivered two days ago but I have not received it and it is not anywhere on my property I must initiate an immediate trace,"The expensive package I ordered was marked as delivered two days ago, but I have not received it and it is not anywhere on my property. I must initiate an immediate trade","The expensive package I ordered was marked as delivered two days ago, but I have not received it and it is not anywhere on my property. I must initiate an immediate trade",0.0625,2,0,0,True,same,2,2
b54462d5-7706-c236-2e93-aa16724e2e42,I need to file an insurance claim for a minor fender bender that happened yesterday afternoon but I'm not sure which specific form I need to fill out on your,"I need to file an insurance claim for a minor fender that happened yesterday afternoon, but I'm not sure which specific form I need to fill out on your...","I need to file an insurance claim for a minor fender bender that happened yesterday afternoon, but I'm not sure which specific form I need to fill out on your",0.034482758620689655,0,1,0,False,batch_better,1,0
2be830d1-be85-9f11-0d40-8fda864601b7,I am planning a cross-country road trip and need help creating a logical route that minimizes driving time while also including stops at three major national parks along the way.,I am planning a Koscanti road trip and need help creating a logical route that minimizes driving time while also including stops at three major national parks along the way,I am planning a Coscountry road trip and need help creating a logical route that minimizes driving time while also including stops at three major national parks along the way.,0.03125,1,0,0,False,same,2,2
0baa9ab9-ce29-b095-2b86-c1f58b690f3f,My car check engine light came on this morning. Could you list some of the most common reasons why this light might be activated in a modern vehicle today?,My car shake engine light came on this morning. Could you list some of the most common reason why this light might be activated in a modern vehicle today?,My car shake engine light came on this morning could you list some of the most common reason why this light might be activated in a modern vehicle today,0.034482758620689655,1,0,0,False,same,4,4
7f066b80-3a59-0bed-6465-f85935582dc5,I'm trying to set up parental controls on my home Wi-Fi network to restrict access to certain websites during homework hours for my kids but the router interface is very,When trying to set up parental controls on my home wi fire network to restrict access to certain websites during homework was for my kids. But the router interface is very,"I am trying to set up parental controls on my home Wi-Fi network to restrict access to certain websites during homework was for my kids, but the router interface is very.",0.11764705882352941,3,1,0,False,batch_better,7,5
0bd493e0-8299-eb3d-4cf0-205059107f16,I'm trying to find a good recipe for a vegan chili that I can make in a slow cooker but all the ones I'm finding have very long pre-,"I'm trying to find a good recipe for a vegan chitty that I came in a slow cocoa, but all the ones I'm fighting have very long pressed.","I'm trying to find a good recipe for a vegan chilli that I can make in a slow cocoa, but all the ones I'm fighting have very long.",0.13793103448275862,4,0,0,False,batch_better,11,7
4919946c-1e72-1af5-a14e-8b378cfe7890,"Please provide a list of effective natural and non-toxic methods for pest control in an organic vegetable garden, specifically for dealing with aphids, slugs, and cabbage worms.","Please provide a list of effective natural and non-toxic methods for pest control in an organic vegetable garden, specifically for dealing with amphibs and cabbage worms.","Please provide a list of effective natural and non-toxic methods for pest control in an organic vegetable garden, specifically for dealing with amphib slugs and cabbage worms.",0.034482758620689655,1,0,0,False,batch_better,3,2
60cda6b7-778b-7520-118c-19f025fe0e4f,My office number is 7145556789,My office number is 714556789,My office number is 714556789,0.2,1,0,0,True,same,2,2
ccd031a0-b2a7-8693-c226-00105fbb37d2,I'm trying to sync my contacts from my old phone to my new one but only about half of them are transferring over and the rest seem to be stuck somewhere because,"I'm trying to sink my contacts from my old phone to my new one, but only about half of them are transferring over and the rest seem to be stuck somewhere because","I'm trying to sink my contacts from my old phone to my new one, but only about half of them are transferring over, and the rest seem to be stuck somewhere because...",0.030303030303030304,1,0,0,False,same,2,2
06c41bf6-3d0e-be8a-37da-e8e76c13a25c,How do I approach the topic of finances with my,How do I approach the topic of finances with,How do I approach the topic of finances with my,0.1,0,1,0,False,batch_better,1,0
b6dcaa00-4a1e-ff53-4c0c-91430460a814,Tell me the complete history of the ancient city of Petra focusing on its rise as a major trade hub and the reasons for its eventual,Tell me the complete history of the ancient city of Petra focusing on its rise as a major trade hub and the reasons for its eventual decline.,Tell me the complete history of the ancient city of Petra focusing on its rise as a major trade hub and the reasons for its eventual decline.,0.038461538461538464,0,0,1,True,same,1,1
edf93d6c-8799-172e-58c0-d5ced6ed3412,The fundamentals of genetic engineering seem straightforward but,"The fundamentals of genetic engineering seem straightforward, but...","The fundamentals of genetic engineering seem straightforward, but...",0.125,0,1,0,True,same,0,0
13b96bda-c9b7-3734-c0e3-f4d125c71b32,I'm looking for a vegan brownie recipe that doesn't use any artificial sweeteners or processed oils but still comes out very moist.,I'm looking for a fagan bronier seat that doesn't use any artificial sweeteners or processed oils but still comes out very moist.,I'm looking for a fag and bronier seed that doesn't use any artificial sweeteners or processed oils but still comes out very moist.,0.16,3,1,0,False,streaming_better,6,7
dcfccffe-a592-af40-6a3e-f88c65b0c837,My smartwatch has failed to sync my recent workout data with the app on my phone and I've already tried restarting both of the,My smartwatch is failing to sing my recent workout data with the app on my phone and I've already tried to restarting both of them,"My smartwatch is failing to sing my recent workout data with the app on my phone, and I've already tried restarting both of them.",0.037037037037037035,1,0,0,False,same,7,7
c43432b2-2b4b-1edc-503a-76f3db51baca,on your social media do we still have pictures of those posted some,It's on your social media. Do we still have pictures of those posted somewhere,It's on your social media. Do we still have pictures of those posted somewhere,0.23076923076923078,1,0,2,True,same,3,3
331e2f1b-ad0e-7907-85e3-945338858c29,"Give me a brief overview of the philosophical school of thought known as Stoicism, including its most famous proponents and its core teaching on virtue, reason, and enduring hardship.","Give me a beef overview of the philosophical school of thought known as toysism, including its most famous proponent and its core teaching on virtual reason and enduring hardship",Give me a beef overview of the philosophical school of thought known as to most famous proponent and its core teaching on virtual reason and enduring hardship.,0.16129032258064516,2,3,0,False,streaming_better,8,9
f2c75d9c-2d02-c115-33d6-9fd55f7435d4,Can you help me find information of how to properly care for a fiddle leaf fig tree indoors including ideal sunlight exposure watering schedules and common pest control meth,Can you help me find information of how to properly care for a finder leaf tree indoors including it deals sunlight exposure watering schedules and common pest control method?,"Can you help me find information of how to properly care for a fundamental leaf tree indoors, including it deals, sunlight exposure, weathering schedules, and common pest control method?",0.16666666666666666,4,0,1,False,streaming_better,8,10
e5652907-e52c-df97-8cce-c420810767aa,I'm trying to figure out if my health insurance plan covers acupuncture acupuncture therapy for chronic back pain and if so how many sections are included per calendar year and what the,I'm trying to figure out if my health insurance plan covers architecture therapy for chronic back pain and if so how many sections are included per calendar year and what the,I'm trying to figure out if my health insurance plan covers I can puncture therapy for chronic back pain and if so how many sections are included per calendar year and what the,0.09090909090909091,2,1,0,False,streaming_better,2,4
20e8a5d6-e949-d468-98fe-ab68a0a1dbe8,firm as I do now but just because of everything that's gone on in the past ten years he's,"As I do now, but just because of everything that's gone on in the past 10 years, he's been","As I do now, but just because of everything that's gone on in the past 10 years, he's been",0.10526315789473684,0,1,1,True,same,4,4
42394dd7-fc0d-6984-ae28-1deae739b87b,Can you give me a very detailed explanation of how blockchain technology works beyond its use in cryptocurrency focusing on concepts like decentralization ledgers and cryptographic hashing in simple terms,"Can you give me a very detailed explanation of how blockchain technology works beyond its use in cryptocurrency, focusing on concepts like decentralization, leisures, and cryptographic hashing in simple terms","Can you give me a very detailed explanation of how blockchain technology works beyond its use in cryptocurrency, focusing on concepts like decentralization, leisures, and cryptographic hashing in simple terms?",0.28125,2,7,0,False,same,2,2
efcd31b8-4bb5-6bdc-d25d-32be400006b9,We are planning a hiking trip to a national park next month and I need to find out if we are required to purchase entrance passes in advance or if we can get,We are planning a hiking trip to a national park next month and I need to find out if we are required to purchase entrance buses in advance or if we can get,We are planning a hiking trip to a national park next month and I need to find out if we are required to purchase entrance passes in advance or if we can get,0.03125,1,0,0,False,batch_better,2,0
76bcf356-82b8-6f91-7359-9298cfbb89c0,There's a recurring charge on my phone bill listed as premium content service that I never signed up for and I would like to have it removed now.,"There's a requiring charge of my phone bill listed as premium content service that I never sign up for, and I would like to have it removed now","There's requiring charge of my phone bill listed as premium content service that I never sign up for, and I would like to have it removed now",0.03225806451612903,1,0,0,False,streaming_better,6,7
b2e248e9-07b6-c248-b377-dc01509af553,My new smartwatch is failing to sync calendar events correctly from my phone even though all other notifications are coming through perfectly what troubleshooting steps should I take,"My new smartwatch is failing to sink calendar events correctly from my phone even though all other notifications are coming through perfectly, what troubleshooting steps should I take?",My new smartwatch is failing to sync calendar events correctly from my phone even though all other notifications are coming through perfectly what troubleshooting steps should I take,0.03571428571428571,1,0,0,False,batch_better,2,0
9a2c5f5f-7659-1094-cc24-65abc2b749d9,"What are the legal requirements and steps involved in starting a small business from home, specifically concerning business licenses, tax registration, and any local zoning laws that may apply?","What are the Lego requirements and steps involved in starting a small business from home, specifically concerning business licenses, tax registration and any local zoning laws that may apply","What are the legal requirements and steps involved in starting a small business from home, specifically concerning business licenses, tax registration and any local zoning laws that may apply?",0.03571428571428571,1,0,0,False,batch_better,2,0
451832b6-4a84-7e05-f32e-0dc8e2c0f381,"Can you recommend a few compelling non-fiction books about behavioral economics that explore the psychological, cognitive, and emotional factors that influence people's financial decisions and judgments in the market?",Can you recommend a few compelling nonfiction books about behavioral economics that explore the psychological cognitive and emotional factors that influence people's financial deficit? and judgments in the market.,"Can you recommend a few compelling nonfiction books about behavioral economics that explore the psychological, cognitive and emotional factors that influence people's financial deficit and judgments in the market?",0.03125,1,0,0,False,same,2,2
9b6b3259-a3c6-b4bc-f2c9-ec07b161908d,Please explain the phenomenon of aurora borealis including the science behind what causes the different colors and the best geographic locations on earth to view this natural display.,Please explain the phenomenon of aurora borealis including the science behind what causes the different colors and the best geographic locations on Earth to view this natural display.,Please explain the phenomenon of Aurora Borealis including the science behind what causes the different colors and the best geographic locations on Earth to view this natural display.,0.03571428571428571,1,0,0,False,same,0,0
174aaa6b-c636-49a3-58d5-110ea16daeef,My internet connection has been really unstable for the past three days. It keeps dropping every 20 minutes or so and I've already tried restarting the router multiple times but,"My internet connection has been really unstable for the past three days, it keeps dropping every twenty minutes or so and I've already tried restarting the rotor multiple times but","My internet connection has been really unstable for the past three days, it keeps dropping every twenty minutes or so, and I've already tried restarting the rotor multiple times.",0.03333333333333333,1,0,0,False,streaming_better,4,5
30f889cb-f022-38c4-571c-c65d7c696448,The warranty on my washing machine is about to expire and it started making a strange rattling noise during the spin cycle so I was wondering if I could schedule a,The warranty of my washing machine is about to expire and it started making a strange rattling note during the spin cycle so I was wondering if I could schedule,The warranty of my washing machine is about to expire and it started making a strange rattling noise during the spin cycle so I was wondering if I could schedule,0.03225806451612903,1,0,0,False,batch_better,4,2
550bfb57-9805-d253-2cfe-c3fea6f1a55e,is the battle of living in modern society there's so many different ingredi,The battle of living in modern society. There's so many different ingredients.,The battle of living in modern society. There's so many different ingredients.,0.07142857142857142,0,1,0,True,same,3,3
828b9062-9f8c-2a01-8df2-0c53b47b2f88,I have an old vinyl record that I'd like to convert into a digital MP3 file but I'm not sure what kind of hardware or software I would need to do that so,I have an old man I'll record that I'd like to convert into a digital ampy file but I'm not sure what kind of hardware or solder I would need to do that so,I have an old when I record that I'd like to convert into a digital ampithe file but I'm not sure what kind of hardware or solder I would need to do that so,0.12121212121212122,2,0,2,False,batch_better,7,6
1d865dfa-fb3a-614b-9906-087e5a5909f1,chocolate but the quality of it is so good and they're not expensive,"But the quality of it is so good, and they're not expensive","But the quality of it is so good, and they're not expensive.",0.07142857142857142,0,1,0,False,same,1,1
dac19c66-0a3f-966b-299f-e4800cded3ea,"The carbonara recipe you gave me earlier calls for pancetta, but the only thing I have in my fridge right now is regular smoked bacon, so I was just wondering if","The Cabanera recipe you gave me earlier calls for pancetta, but the only thing I have in my fridge right now is regular smoked bacon, so I was just wondering if...","The Cabanera recipe you gave me earlier calls for pancetta, but the only thing I have in my fridge right now is regular smoked bacon, so I was just wondering if...",0.03125,1,0,0,True,same,2,2
68ca55aa-87a2-c94e-daeb-641f3ab5f747,My new smartwatch is not syncing correctly with my smartphone's calendar and contacts. So please provide me with a list of troubleshooting steps to resolve this,My new smartwatch is not incorrectly with my smartphone calendar and contacts. So please provide me with a list of jaws using states to resolve this.,"My new smartwatch is not incorrectly with my smartphone's calendar and contacts, so please provide me with a list of trouble choosing states to resolve this.",0.2,3,1,1,False,batch_better,10,8
ada44822-4627-4a84-521e-f850a402acfc,My carbon monoxide detector started beeping last night with a pattern of three short beeps and I can't find the user manual to see what that specific error code means so,My carbon monoxide detector started beeping last night with a pattern of threshold beeps and I can't find the user mono to see what that specific error could mean,Microbial monarchy detector started beeping last night with a pattern of threshold beeps and I can't find a user mono to see what that specific error could mean,0.16666666666666666,5,0,0,False,streaming_better,10,16
675b51cf-0365-44e8-3d55-292029fc1224,"Okay, I need to file an insurance claim for some minor water damage in my kitchen that resulted from a leaky pipe under the sink and I have all the photos and repair estimates ready. So","Okay, I need to file an insurance claim for some minor water damage in my kitchen that resulted from a key from a leaky pipe under the sink and I have all the photos and repair estimates ready. So","Okay, I need to file an insurance claim for some minor water damage in my kitchen that resulted from a leaky pipe under the sink and I have all the photos and repair estimates ready.",0.08571428571428572,0,0,3,False,same,1,1
41a7d4a5-01ed-489d-6f6c-9fab277114ac,I'm trying to find out the name of the actor who played the main villain in that science fiction movie from the nineties about the giant insects but I can't remember,I'm trying to find out the name of the actor who played the main villain in that science fiction movie from the 90s about the giant insects. But I can't remember.,"I am trying to find out the name of the actor who played the main villain in that science fiction movie from the 90s about the giant insects, but I can't remember.",0.30303030303030304,0,10,0,False,streaming_better,2,4
c992114f-10d9-46aa-7954-8281cb023999,I need to find a local certified mechanic who has specialized in hybrid vehicles to diagnose a persistent warning light that has appeared on my car dashboard for the last few days.,I need to find out local certifying mechanic who has facilitated in hybrid vehicles to diagnostic appreciation light that has appeared on my car dashboard for the last few days.,I need to find a local certifying mechanic who has pacification in hybrid vehicles to diagnostic appreciation light that has appeared on my car dashboard for the last few days.,0.17142857142857143,4,2,0,False,batch_better,11,9
efff45af-d154-1552-9b4c-aa8a15500f2d,How many pages are in the Old Man and the Sea,How many pages are in the old man in the sea?,How many pages are in the old man in the sea?,0.09090909090909091,1,0,0,True,same,1,1
8787d09d-1973-f9be-eef9-c9dd51241b5b,I would like to get a transcript of a conversation I had with one of your agents last Monday regarding a billing dispute but I can't find that option anyway online and,"I would like to get a transcript of a conversation I had with one of your agents last Monday regarding a building dispute, but I can't find that option anyway online","I would like to get a transcript of a conversation I had with one of your agents last Monday regarding a building dispute, but I can't find that option anyway online.",0.030303030303030304,1,0,0,False,same,3,3
b2a749fe-7923-cbc0-8901-dcd22213b448,My personal computer has been running incredibly slowly for the past few days and I have already run a full virus scan which came back completely clean so I'm not sure,"My personal computer has been running incredible slowly for the past few days and I have already ruined a full beer's scan which came back completely clean, so I'm not sure","My personal computer has been running incredible slowly for the past few days, and it has already run a full bureaus scan which came back completely clean. So I'm not sure",0.12903225806451613,4,0,0,False,streaming_better,6,7
6bb6f187-a2c9-ad51-eee8-b24f0c1d9b83,Is there a way to check the warranty status for my product online or,Is there a way to check the warranty status for my product on Andor?,Is there a way to check the warranty status for my project on Iandor?,0.14285714285714285,2,0,0,False,streaming_better,4,6
26fc63a7-b904-e8ef-134e-e769259a053e,Before I go ahead and complete the checkout process for this order I just want to double check whether the promotional discount I entered is still valid because last time it,"Before I go ahead and complete the checkout process for this order, I just want to double check whether the promotional discount I entered is still valid because last time it...","Before I go ahead and complete the checkout process for this order, I just want to double check whether the promotional discount I entered is still valid because last time it",0.03225806451612903,0,1,0,False,same,0,0
8107169b-5dee-0d86-1fa0-a6fb92bf3cf6,Please give me a list of common household plants that are known to be toxic to cats so I can ensure my home environment is completely safe for my new pet.,Please give me a list of common household plans that are known to be toxic to cats so I can assure my home environment is completely safe for my new pet.,Please give me a list of common household plans that are known to be toxic to cats so I can ensure my home environment is completely safe for my new pet.,0.03125,1,0,0,False,batch_better,4,2
72c2212f-120e-2dec-cc6d-7e091eb8f779,"I'd like to place an hold on three books from the public library system. The latest bestseller by my favorite author, an historical biography, and a well-regarded cookbook on French pastry.","I'd like to place an old on three books from the public library system. The latest bestseller by my favorite author, an historical biography and a well-regarded cookbook on French pastry.","I'd like to place an old on three books from the public library system, the latest bestseller by my favorite author, an historical biography, and a well-regarded cookbook on French pastry.",0.05714285714285714,1,0,1,False,same,2,2
e896130f-0b06-c3cf-9b00-c569ec54363e,"Could you tell me how to properly and safely dispose of old electronic waste like used batteries, an old cell phone, and a broken computer monitor in my local area?","Could you tell me how to properly unsafely dispose of all the electronic waste like used batteries, an old cell phone and a broken computer monitor in my local area?","Could you tell me how to properly unsafely dispose of all the electronic waste like used batteries, an old cell phone and a broken computer monitor in my local area",0.03225806451612903,1,0,0,False,same,4,4
5a02f4db-3b66-b579-0322-c47c54cf120c,The warranty on my laptop is about to expire next month and I've been noticing that the battery life has been significantly decreasing lately so I was wondering what,The warranty on my laptop is but expired next month and I never been attesting that the battery life has been significantly decreasing lately so I was wondering what,The warranty on my laptop is but expired next month and I've never been noticing that the battery life has been significantly decreasing lately so I was wondering what,0.125,3,1,0,False,batch_better,9,6
72d1039f-0737-11eb-4143-6e029030121c,I'm trying to learn how to properly compost kitchen scraps in a small apartment without it attracting pests or creating bad odors and I was hoping you had some tips because uh,I'm trying to learn how to properly compost kitten scraps in a small apartment without it attracting pests or creating bad odors and I was hoping you could you had some tips because,I'm trying to learn how to properly compost kitten scraps in a small apartment without it attracting pests or creating bad odors and I was hoping you had some tips because,0.0967741935483871,1,0,2,False,batch_better,4,3
bcaef15b-8ac8-c314-d193-eb86e6b4d2ca,I'm trying to book a round trip ticket for one adult to Reykjavik Iceland departing on the third of next month and returning ten days later with a preference for morning flights,"I'm trying to book a round trip ticket for one adult to rage Javik Iceland, departing on the third of next month and returning ten days later with a preference for morning flights.",I'm trying to book a round trip ticket for one adult to rage Kavik Iceland. Departing on the third of next month and returning ten days later with a preference for morning flights.,0.0625,0,2,0,False,same,3,3
a06b83f7-168c-15a2-2e8b-32f6060f5212,I was trying to use a new panorama feature on my phone's camera during my hike yesterday but every photo I took came out disoriented with a very,"I was trying to use a new panorama feature on my phone's camera during my hike yesterday, but every photo I took came out disoriented with very...","I was trying to use a new panorama feature on my phone's camera during my hike yesterday, but every photo I took came out disoriented with a very...",0.03571428571428571,1,0,0,False,same,0,0
6ab1f557-8863-07dc-0fa9-bf47f335d0ba,I'm trying to get a refund for my concert ticket because the main artist cancelled their performance but the event organizer's website says that all sales are final so,I'm trying to get a refund for my concert ticket because the main art is cancelled their performance but the event organizers website says that all seeds are final so,I'm trying to get a refund from my Covet ticket because the main artists cancelled their performance but the event organizers website says that all seeds are final so,0.03333333333333333,1,0,0,False,streaming_better,5,8
791db8dc-1904-7842-bc03-fd4d9e2a8b2e,I'd like to dispute the late fee that was applied to my account this month as I believe the payment was submitted on time and I have the confirmation email to prove it.,"I'd like to dispute a light fee that was applied to my account this month, as I believe the payment was submitted on time, and I have the confirmation email to prove it.","I'd like to dispute the late fee that was applied to my account this month, as I believe the payment was submitted on time, and I have the confirmation email to prove it.",0.02857142857142857,1,0,0,False,batch_better,3,0
13352a53-1af2-9536-1191-3e1728af1503,"I was trying to redeem my loyalty points for a discount on my online grocery order, however, when I entered the code at checkout, an error message popped up and now I","I was trying to redeem my loyalty points for a discount on my online grocery order, however when I entered the code at checkout an error message prop up and now I","I was trying to redeem my loyalty points for a discount on my online grocery order, however when I entered the code at checkout, an error message prop up and now I...",0.06451612903225806,1,1,0,False,same,2,2
e8099f78-e725-1847-9779-081aa67ab108,My garbage disposal is completely jammed and making a humming sound when I turn it on. What are the safe and correct steps to try and fix this problem myself?,My garbage disposal is completely jumped and making a humming sound when I turn it on. What are they safe and correct steps to try and fix this problem myself?,My garbage disposal is completely jumped and making a humming sound when I turn it on. What are the safe and correct steps to try and fix this problem myself,0.10344827586206896,3,0,0,False,batch_better,4,2
15a19712-e296-a87c-56c1-8792fe37d1d2,I just bought a new smartwatch and I'm having some trouble syncing with the contacts on my phone. It seems to have only imported about half of them and,I just bought any smart watch and I'm having some trouble sinking with the contacts on my phone. It seems to have only imported about half of them,I just bought any smart watch and I'm having some trouble sinking with the contact on my phone. It seems to have only imported about half of them.,0.0967741935483871,2,1,0,False,streaming_better,8,10
fae993e9-47d9-1e19-df20-9394f7f373d9,Explain the concept of quantum entanglement using an analogy that is easy to understand for someone who is not a scientist and has no scientific background in the subject.,Explain the concept of condon entanglement using an analogy that is easy to understand for someone who is not a scientist and has no scientific background in the subject.,Explain the concept of condon entanglement using an analogy that is easy to understand for someone who is not a scientist and has no scientific background in the subject.,0.034482758620689655,1,0,0,True,same,2,2
